0.00	0.00	1
2.30	2.30	2
3.48	3.48	3
6.12	6.12	4
7.26	7.26	5
10.02	10.02	6
12.64	12.64	7
15.19	15.19	8
17.16	17.16	9
19.06	19.06	10
21.72	21.72	11
24.38	24.38	12
27.10	27.10	13
29.72	29.72	14
33.83	33.83	15
36.36	36.36	16
38.78	38.78	17
42.64	42.64	18
44.56	44.56	19
46.94	46.94	20
49.70	49.70	21
50.90	50.90	22
53.68	53.68	23
55.80	55.80	24
57.88	57.88	25
60.62	60.62	26
61.94	61.94	27
63.24	63.24	28
65.92	65.92	29
68.52	68.52	30
71.74	71.74	31
73.74	73.74	32
75.30	75.30	33
77.29	77.29	34
79.54	79.54	35
81.86	81.86	36
85.42	85.42	37
88.08	88.08	38
90.68	90.68	39
94.60	94.60	40
97.82	97.82	41
102.36	102.36	42
104.98	104.98	43
108.84	108.84	44
112.86	112.86	45
115.44	115.44	46
118.10	118.10	47
120.74	120.74	48
123.16	123.16	49
125.76	125.76	50
128.50	128.50	51
131.05	131.05	52
133.86	133.86	53
137.80	137.80	54
141.88	141.88	55
146.09	146.09	56
150.80	150.80	57
156.18	156.18	58
157.48	157.48	59
160.06	160.06	60
163.92	163.92	61
165.78	165.78	62
167.80	167.80	63
170.16	170.16	64
174.53	174.53	65
177.27	177.27	66
178.56	178.56	67
181.22	181.22	68
183.38	183.38	69
186.20	186.20	70
188.78	188.78	71
191.52	191.52	72
194.30	194.30	73
199.72	199.72	74
201.05	201.05	75
202.40	202.40	76
204.98	204.98	77
207.74	207.74	78
210.54	210.54	79
213.30	213.30	80
215.94	215.94	81
218.58	218.58	82
221.24	221.24	83
223.80	223.80	84
226.50	226.50	85
229.06	229.06	86
231.68	231.68	87
234.36	234.36	88
235.72	235.72	89
238.44	238.44	90
241.04	241.04	91
243.70	243.70	92
246.38	246.38	93
248.98	248.98	94
250.28	250.28	95
251.62	251.62	96
254.28	254.28	97
256.86	256.86	98
259.44	259.44	99
262.14	262.14	100
264.80	264.80	101
268.52	268.52	102
269.96	269.96	103
272.50	272.50	104
275.04	275.04	105
277.18	277.18	106
279.00	279.00	107
280.58	280.58	108
282.78	282.78	109
284.14	284.14	110
285.96	285.96	111
287.48	287.48	112
289.94	289.94	113
291.82	291.82	114
293.52	293.52	115
295.64	295.64	116
297.26	297.26	117
298.84	298.84	118
301.26	301.26	119
304.00	304.00	120
308.08	308.08	121
310.78	310.78	122
313.40	313.40	123
316.10	316.10	124
318.94	318.94	125
323.04	323.04	126
326.22	326.22	127
329.96	329.96	128
332.53	332.53	129
335.20	335.20	130
337.64	337.64	131
338.90	338.90	132
340.50	340.50	133
341.67	341.67	134
343.65	343.65	135
345.74	345.74	136
347.16	347.16	137
350.30	350.30	138
352.32	352.32	139
353.72	353.72	140
355.14	355.14	141
358.70	358.70	142
359.47	359.47	143
360.70	360.70	144
362.56	362.56	145
365.42	365.42	146
366.75	366.75	147
368.18	368.18	148
369.63	369.63	149
370.84	370.84	150
372.16	372.16	151
375.02	375.02	152
377.96	377.96	153
379.14	379.14	154
380.84	380.84	155
382.44	382.44	156
385.42	385.42	157
386.90	386.90	158
388.42	388.42	159
389.60	389.60	160
390.66	390.66	161
391.90	391.90	162
393.28	393.28	163
395.50	395.50	164
397.22	397.22	165
399.24	399.24	166
400.40	400.40	167
402.36	402.36	168
404.86	404.86	169
405.94	405.94	170
407.58	407.58	171
409.00	409.00	172
412.60	412.60	173
415.64	415.64	174
417.54	417.54	175
420.60	420.60	176
422.18	422.18	177
423.98	423.98	178
425.86	425.86	179
427.12	427.12	180
428.92	428.92	181
430.74	430.74	182
431.96	431.96	183
433.14	433.14	184
434.92	434.92	185
437.22	437.22	186
438.96	438.96	187
440.70	440.70	188
442.78	442.78	189
444.86	444.86	190
446.04	446.04	191
448.56	448.56	192
449.80	449.80	193
