0.00	0.00	1
2.50	2.50	2
3.68	3.68	3
6.52	6.52	4
7.76	7.76	5
10.62	10.62	6
13.34	13.34	7
16.04	16.04	8
18.21	18.21	9
20.16	20.16	10
22.92	22.92	11
25.68	25.68	12
28.50	28.50	13
31.22	31.22	14
35.46	35.46	15
38.26	38.26	16
40.98	40.98	17
45.16	45.16	18
47.16	47.16	19
49.74	49.74	20
52.60	52.60	21
53.90	53.90	22
56.78	56.78	23
59.00	59.00	24
61.18	61.18	25
64.22	64.22	26
65.64	65.64	27
67.04	67.04	28
69.82	69.82	29
72.62	72.62	30
76.08	76.08	31
78.02	78.02	32
79.70	79.70	33
81.68	81.68	34
84.08	84.08	35
86.82	86.82	36
90.72	90.72	37
93.38	93.38	38
96.18	96.18	39
100.30	100.30	40
103.82	103.82	41
108.72	108.72	42
111.52	111.52	43
115.58	115.58	44
119.82	119.82	45
122.44	122.44	46
125.30	125.30	47
127.94	127.94	48
130.66	130.66	49
133.26	133.26	50
136.10	136.10	51
138.70	138.70	52
141.66	141.66	53
145.70	145.70	54
149.98	149.98	55
154.34	154.34	56
159.07	159.07	57
164.48	164.48	58
165.89	165.89	59
168.66	168.66	60
172.66	172.66	61
174.48	174.48	62
176.55	176.55	63
179.06	179.06	64
183.56	183.56	65
186.37	186.37	66
187.76	187.76	67
190.52	190.52	68
192.68	192.68	69
195.50	195.50	70
198.28	198.28	71
201.02	201.02	72
203.80	203.80	73
209.22	209.22	74
210.50	210.50	75
211.90	211.90	76
214.56	214.56	77
217.35	217.35	78
220.12	220.12	79
223.02	223.02	80
225.54	225.54	81
228.26	228.26	82
230.84	230.84	83
233.50	233.50	84
236.20	236.20	85
238.76	238.76	86
241.38	241.38	87
243.96	243.96	88
245.42	245.42	89
247.96	247.96	90
250.59	250.59	91
253.20	253.20	92
255.88	255.88	93
258.39	258.39	94
259.78	259.78	95
261.12	261.12	96
263.68	263.68	97
266.28	266.28	98
268.94	268.94	99
271.58	271.58	100
274.20	274.20	101
277.82	277.82	102
279.31	279.31	103
281.80	281.80	104
284.44	284.44	105
286.58	286.58	106
288.50	288.50	107
289.98	289.98	108
292.08	292.08	109
293.53	293.53	110
295.26	295.26	111
296.84	296.84	112
299.14	299.14	113
300.92	300.92	114
302.72	302.72	115
305.32	305.32	116
306.86	306.86	117
307.92	307.92	118
310.64	310.64	119
313.40	313.40	120
317.48	317.48	121
320.17	320.17	122
322.90	322.90	123
325.60	325.60	124
328.64	328.64	125
332.84	332.84	126
335.82	335.82	127
339.78	339.78	128
342.43	342.43	129
345.05	345.05	130
347.62	347.62	131
348.90	348.90	132
350.20	350.20	133
351.65	351.65	134
353.60	353.60	135
355.74	355.74	136
357.16	357.16	137
360.10	360.10	138
361.81	361.81	139
362.74	362.74	140
363.80	363.80	141
366.50	366.50	142
366.96	366.96	143
368.30	368.30	144
370.28	370.28	145
372.92	372.92	146
374.20	374.20	147
375.88	375.88	148
377.14	377.14	149
378.32	378.32	150
379.64	379.64	151
382.24	382.24	152
385.16	385.16	153
386.14	386.14	154
387.64	387.64	155
389.14	389.14	156
391.52	391.52	157
393.00	393.00	158
394.42	394.42	159
395.67	395.67	160
396.86	396.86	161
398.10	398.10	162
399.48	399.48	163
401.55	401.55	164
403.42	403.42	165
405.54	405.54	166
406.90	406.90	167
408.66	408.66	168
411.16	411.16	169
412.24	412.24	170
414.08	414.08	171
415.50	415.50	172
419.20	419.20	173
424.74	424.74	174
426.07	426.07	175
426.95	426.95	176
428.76	428.76	177
430.98	430.98	178
432.86	432.86	179
434.22	434.22	180
436.02	436.02	181
437.84	437.84	182
439.06	439.06	183
440.24	440.24	184
442.02	442.02	185
444.32	444.32	186
446.06	446.06	187
447.80	447.80	188
449.88	449.88	189
451.86	451.86	190
453.34	453.34	191
455.51	455.51	192
456.60	456.60	193
